"CCU","Description","Description Group","Supplier","Ownership","Department","Last Seen","Last Seen Date","Test Expiry","Pressure Test Expiry","Disposal Date","Reporting Period"
"RWLU8126901","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"RWLU8128735","CONTAINER 20FT GENERAL PURPOSE STORAGE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWLU8134450","CONTAINER 20FT GENERAL PURPOSE STORAGE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWLU8134574","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWLU8136052","CONTAINER 20FT GENERAL PURPOSE STORAGE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWLU8140176","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWLU8148156","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWLU8154760","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWLU8157219","20FT GENERAL PURPOSE","","Wheatstone Owned","","","Royal Wolf","2025-09-10","","","","2022-11-23"
"RWLU8159633","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWLU8206000","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"RWLU8217431","20FT GENERAL PURPOSE","","Wheatstone Owned","","","Royal Wolf","2024-07-23","","","","2022-11-23"
"RWLU8217508","20FT GENERAL PURPOSE","","Wheatstone Owned","","","Royal Wolf","2025-09-10","","","","2022-11-23"
"RWLU8218084","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","GFP","Perth Supply Base","2024-05-08","","","","2021-08-03"
"RWLU8312099","20FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWLU8343173","20FT GENERAL PURPOSE","","Wheatstone Owned","","","Royal Wolf","2025-09-10","","","","2022-11-23"
"RWLU8349335","20FT GENERAL PURPOSE","","Wheatstone Owned","","","Royal Wolf","2025-11-11","","","","2022-11-23"
"RWLU8360118","20FT","","Wheatstone Owned","","","Royal Wolf","2024-02-14","","","","2022-11-23"
"RWLU8756608","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWLU9660520","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWMU0056838","MAXI","","Wheatstone Owned","","","Wheatstone Downstream","2022-11-18","","","","2022-11-23"
"RWMU0056859","MAXI","","Wheatstone Owned","","","Wheatstone Downstream","2022-11-18","","","","2022-11-23"
"RWNL4567419","40FT HIGH CUBE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWPU2022041","20FT","","Wheatstone Owned","","","Royal Wolf","2025-09-10","","","","2022-11-23"
"RWPU2037102","20FT GENERAL PURPOSE","","Wheatstone Owned","","","Royal Wolf","2025-09-10","","","","2022-11-23"
"RWPU4418165","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWPU9667664","20FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTO8210463","20FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTQ5000757","CONTAINER 20FT HIGH CUBE","","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTQ8171069","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTQ8171120","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTQ8171270","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTQ8171285","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTQ8171433","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2021-12-07","","","","2021-08-03"
"RWTQ8180420","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GGN TA266","Pickles Auctions - Perth","2022-02-21","","","","2021-08-03"
"RWTQ8180477","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GFP","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTQ8180796","20FT","","Wheatstone Owned","","","Wheatstone Downstream","2022-07-28","","","","2022-11-23"
"RWTQ8182002","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTQ8187321","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GGN TA","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTQ8187738","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTQ8188550","20'GP","20' Container","Gorgon Owned","GFP","WA Oil","Sadleirs Resources","2024-05-19","","","","2021-08-03"
"RWTQ8188749","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTQ8210381","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GFP","Barrow Island MOF","2022-03-08","","","","2021-08-03"
"RWTQ8210463","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Wheatstone Downstream","2022-02-02","","","","2021-08-03"
"RWTQ8210524","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTQ8210530","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GFP","Barrow Island MOF","2024-11-04","","","","2021-08-03"
"RWTQ8210967","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTQ8211006","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","NORTH WEST SUPPLY BASE","2023-03-30","","","","2021-08-03"
"RWTQ8211027","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GFP","QUBE CONTAINER PARK","2025-12-03","","","","2021-08-03"
"RWTQ8211048","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"RWTQ8211074","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-04-29","","","","2021-08-03"
"RWTQ8211080","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"RWTQ8211238","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTQ8211243","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GFP","Pickles Auctions - Perth","2024-10-25","","","","2021-08-03"
"RWTQ8211407","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"RWTQ8211562","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"RWTQ8211618","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GFP","Barrow Island MOF","2021-12-07","","","","2021-08-03"
"RWTQ8211665","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Sadleirs Resources","2023-02-09","","","","2021-08-03"
"RWTQ8211726","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GFP","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"RWTQ8211834","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"RWTQ8211921","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"RWTQ8211963","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"RWTQ8212002","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","GFP","Qube Logistics – Central - Fremantle","2024-07-11","","","","2021-08-03"
"RWTQ8212018","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2025-08-11","","","","2021-08-03"
"RWTQ8212065","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTQ8212229","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2019-04-18","","","","2021-08-03"
"RWTQ8712091","CONTAINER 20FT GENERAL PURPOSE","20' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU1101367","20FT HALF HEIGHT","","Wheatstone Owned","","","Royal Wolf","2025-09-10","","","","2022-11-23"
"RWTU1193548","CONTAINER 10FT HIGH CUBE","","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU1206590","CONTAINER 10FT GENERAL PURPOSE","10' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU1209135","CONTAINER 10FT HIGH CUBE","","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU1209201","CONTAINER 10FT HIGH CUBE","","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2022-02-19","","","","2021-08-03"
"RWTU1222137","CONTAINER 10FT HIGH CUBE","","Gorgon Owned","Gorgon Ops","","Pickles Auctions - Perth","2025-10-06","","","","2021-08-03"
"RWTU1228650","CONTAINER 10FT GENERAL PURPOSE","10' Container","Gorgon Owned","Gorgon Ops","UN","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"RWTU1230528","10FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU1240233","CONTAINER 10FT GENERAL PURPOSE","10' Container","Gorgon Owned","GFP","GFP","","2017-07-02","","","","2021-08-03"
"RWTU1240866","CONTAINER 10FT GENERAL PURPOSE","10' Container","Gorgon Owned","GFP","GFP","","2017-07-02","","","","2021-08-03"
"RWTU1241076","CONTAINER 10FT GENERAL PURPOSE","10' Container","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"RWTU1241100","CONTAINER 10FT GENERAL PURPOSE","10' Container","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"RWTU1246859","CONTAINER 10FT HIGH CUBE","","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"RWTU1247691","CONTAINER 10FT GENERAL PURPOSE","10' Container","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"RWTU2010049","20FT HC BUND","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4300779","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4301651","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4303335","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4305261","CONTAINER 40FT GENERAL PURPOSE STORAGE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4305301","40'GP","40' Container","Gorgon Owned","GFP","ABU SCM BWI","Disposal Contractor","2022-07-05","","","2022-07-06","2021-08-03"
"RWTU4305791","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"RWTU4305873","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4306036","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4306740","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4307027","CONTAINER 40FT GENERAL PURPOSE STORAGE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4307367","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"RWTU4307578","40'GP","40' Container","Gorgon Owned","GFP","WA Oil","Perth Supply Base","2024-03-19","","","","2021-08-03"
"RWTU4307773","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"RWTU4308070","40'GP","40' Container","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"RWTU4308553","CONTAINER 40FT GENERAL PURPOSE STORAGE","40' Container","Gorgon Owned","Gorgon Ops","","Pickles Auctions - Perth","2025-09-26","","","","2021-08-03"
"RWTU4310118","CONTAINER 40FT FIXTURE","40' Fixture","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTU4310340","40FT GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Disposal Contractor","2021-12-05","","","2021-12-06","2021-08-03"
"RWTU4310484","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"RWTU4310951","CONTAINER 40FT FIXTURE","40' Fixture","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTU4311135","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Disposal Contractor","2023-06-25","","","2023-06-26","2022-11-23"
"RWTU4311705","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTU4312506","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","GFP","","Pickles Auctions - Perth","2024-11-29","","","","2021-08-03"
"RWTU4312620","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTU4313760","40'HC Storage","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTU4314200","40'HC Storage","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"RWTU4401563","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4403139","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4403735","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4404855","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","","Pickles Auctions - Perth","2025-05-02","","","","2021-08-03"
"RWTU4404990","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4405065","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","","Pickles Auctions - Perth","2025-05-01","","","","2021-08-03"
"RWTU4405194","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4405487","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4405492","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4405553","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4405635","40' HC Container","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"RWTU4405722","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Royal Wolf","2025-09-10","","","","2022-11-23"
"RWTU4405770","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4406312","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4408320","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4408779","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4408932","40' HC Container","40' High Cube","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"RWTU4409693","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4409918","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4410400","CONTAINER 40FT GENERAL PURPOSE STORAGE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4410971","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4411010","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"RWTU4411854","40' GP Container","40' GP Container","Wheatstone Owned","ABU","","Disposal Contractor","2022-10-30","","","2022-10-31","2022-11-17"
"RWTU4412151","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"RWTU44122000","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4412790","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4412830","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4412969","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"RWTU4414513","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"RWTU4414914","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4415335","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4415633","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4415891","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","","Disposal Contractor","2024-01-30","","","2024-01-31","2021-08-03"
"RWTU4416096","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4417507","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4417596","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4417831","CKJV DUMMY ASSET","N/A","Gorgon Owned","ABU","GFP",,"","","","","2021-08-03"
"RWTU4417929","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4418231","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4418308","40FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"RWTU4418550","CONTAINER 40FT HIGH CUBE GENERAL PURPOSE","40' High Cube","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"RWTU4420033","CONTAINER 40FT GENERAL PURPOSE","40' Container","Gorgon Owned","Gorgon Ops","","Disposal Contractor","2024-01-30","","","2024-01-31","2021-08-03"
